Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E4134,C0049-CH,C0046-CIVIL,C0046-CIVIL,C0037-CIVIL,C0049-CIVIL,C0030-CH,C0010-CH,C0026-CH,C0010-CH,C0025-CIVIL
E4135,C0038-IT,C0040-IT,C0030-IT,C0014-CSE,C0039-CSE,C0040-IT,C0023-CSE,C0034-IT,C0044-IT,C0030-IT
E4136,C0003-CSE,C0014-CSE,C0045-IT,C0033-CSE,C0043-IT,C0011-CSE,C0041-CSE,C0020-IT,C0040-CSE,C0021-CSE
E4137,C0038-EC,C0046-EC,C0022-EC,C0038-EE,C0042-EE,C0041-EC,C0035-EE,C0041-EE,C0036-EE,C0007-EC
E4138,C0016-EC,C0041-EC,C0050-EE,C0043-EC,C0017-EE,C0043-EE,C0032-EE,C0050-EC,C0013-EC,C0026-EE
E4139,C0002-IC,C0039-ME,C0027-ME,C0037-IC,C0014-IC,C0038-AUTO,C0015-IC,C0045-IC,C0002-IC,C0046-ME
E4140,C0034-CSE,C0030-CSE,C0012-CSE,C0007-IT,C0050-CSE,C0003-CSE,C0016-IT,C0005-CSE,C0043-CSE,C0042-IT
E4141,C0022-EC,C0010-EE,C0018-EE,C0046-EE,C0047-EE,C0022-EC,C0039-EC,C0010-EE,C0046-EC,C0049-EC
E4142,C0003-CIVIL,C0033-CIVIL,C0006-CIVIL,C0019-CIVIL,C0040-CIVIL,C0044-CIVIL,C0049-CH,C0023-CIVIL,C0018-CIVIL,C0036-CH
E4143,C0043-CIVIL,C0041-CH,C0013-CH,C0008-CIVIL,C0009-CH,C0021-CH,C0003-CH,C0041-CIVIL,C0026-CIVIL,C0048-CIVIL
E4144,C0003-CH,C0041-CIVIL,C0023-CIVIL,C0005-CIVIL,C0021-CH,C0041-CH,C0030-CIVIL,C0004-CIVIL,C0023-CH,C0020-CIVIL
E4145,C0003-CH,C0025-CIVIL,C0021-CIVIL,C0038-CH,C0048-CIVIL,C0004-CIVIL,C0003-CH,C0013-CH,C0029-CH,C0050-CH
E4146,C0012-IT,C0035-IT,C0044-IT,C0029-IT,C0029-CSE,C0043-CSE,C0043-CSE,C0049-CSE,C0024-CSE,C0014-CSE
E4147,C0006-AUTO,C0024-AUTO,C0040-ME,C0039-IC,C0047-ME,C0043-ME,C0049-AUTO,C0021-IC,C0014-AUTO,C0049-AUTO
E4148,C0043-IC,C0019-ME,C0006-ME,C0046-AUTO,C0008-IC,C0019-AUTO,C0049-AUTO,C0006-AUTO,C0029-AUTO,C0049-AUTO
E4149,C0018-EC,C0007-EC,C0031-EC,C0012-EC,C0015-EC,C0037-EC,C0026-EE,C0032-EE,C0039-EC,C0017-EC
E4150,C0049-ME,C0025-AUTO,C0027-ME,C0039-AUTO,C0023-ME,C0049-IC,C0031-ME,C0030-ME,C0013-IC,C0043-IC
E4151,C0009-AUTO,C0045-ME,C0009-IC,C0013-IC,C0014-IC,C0046-AUTO,C0001-IC,C0024-AUTO,C0024-ME,C0050-AUTO
E4152,C0049-EE,C0009-EC,C0025-EC,C0039-EC,C0031-EE,C0047-EE,C0010-EE,C0035-EE,C0042-EE,C0050-EC
E4153,C0044-CH,C0026-CIVIL,C0019-CIVIL,C0006-CIVIL,C0050-CIVIL,C0045-CIVIL,C0025-CIVIL,C0021-CIVIL,C0049-CH,C0030-CH
E4154,C0029-ME,C0046-IC,C0036-AUTO,C0029-ME,C0046-ME,C0047-ME,C0007-ME,C0041-ME,C0014-IC,C0024-AUTO
E4155,C0015-AUTO,C0029-AUTO,C0044-ME,C0001-AUTO,C0042-ME,C0029-ME,C0043-IC,C0015-AUTO,C0024-ME,C0013-IC
E4156,C0015-AUTO,C0034-AUTO,C0034-ME,C0028-ME,C0018-ME,C0047-ME,C0026-ME,C0032-ME,C0007-AUTO,C0016-AUTO
E4157,C0013-EC,C0012-EC,C0034-EE,C0047-EE,C0038-EC,C0046-EC,C0018-EE,C0026-EC,C0050-EC,C0043-EC
E4158,C0024-EE,C0029-EE,C0026-EE,C0044-EE,C0013-EE,C0037-EE,C0026-EE,C0032-EE,C0039-EC,C0037-EE
E4159,C0039-CSE,C0003-CSE,C0003-IT,C0039-IT,C0004-CSE,C0039-CSE,C0042-CSE,C0040-CSE,C0014-IT,C0014-CSE
E4160,C0050-CSE,C0019-IT,C0033-CSE,C0008-CSE,C0032-IT,C0005-CSE,C0042-CSE,C0037-CSE,C0011-IT,C0040-CSE
E4161,C0036-CIVIL,C0031-CH,C0006-CH,C0036-CIVIL,C0026-CH,C0023-CH,C0014-CIVIL,C0014-CIVIL,C0012-CIVIL,C0044-CIVIL
E4162,C0007-IT,C0040-CSE,C0031-IT,C0040-IT,C0029-CSE,C0011-IT,C0024-CSE,C0008-CSE,C0050-IT,C0001-IT
E4163,C0012-CIVIL,C0022-CH,C0003-CIVIL,C0045-CH,C0016-CIVIL,C0039-CH,C0020-CIVIL,C0045-CIVIL,C0005-CH,C0026-CIVIL
E4164,C0005-ME,C0048-ME,C0023-ME,C0015-ME,C0022-AUTO,C0004-IC,C0044-ME,C0027-ME,C0040-IC,C0032-AUTO
E4165,C0012-EC,C0046-EC,C0037-EC,C0037-EC,C0024-EE,C0038-EE,C0013-EC,C0026-EC,C0041-EE,C0044-EE
E4166,C0019-CIVIL,C0019-CH,C0042-CIVIL,C0041-CIVIL,C0037-CIVIL,C0020-CIVIL,C0012-CH,C0021-CH,C0023-CH,C0046-CIVIL
E4167,C0004-IT,C0016-IT,C0005-CSE,C0018-IT,C0018-CSE,C0008-CSE,C0043-CSE,C0036-CSE,C0050-CSE,C0004-IT
E4168,C0022-AUTO,C0012-AUTO,C0048-ME,C0034-IC,C0050-IC,C0034-ME,C0026-AUTO,C0025-ME,C0013-IC,C0026-ME
E4169,C0044-CH,C0010-CIVIL,C0024-CIVIL,C0042-CH,C0004-CH,C0003-CH,C0018-CIVIL,C0033-CIVIL,C0010-CH,C0021-CH
E4170,C0021-CIVIL,C0018-CIVIL,C0023-CIVIL,C0037-CIVIL,C0015-CIVIL,C0014-CIVIL,C0012-CIVIL,C0036-CIVIL,C0027-CIVIL,C0036-CIVIL
E4171,C0007-CSE,C0019-CSE,C0007-CSE,C0005-CSE,C0021-CSE,C0006-IT,C0020-IT,C0008-CSE,C0021-IT,C0011-IT
E4172,C0022-IT,C0020-CSE,C0007-CSE,C0029-CSE,C0032-CSE,C0038-IT,C0024-CSE,C0002-IT,C0050-CSE,C0050-CSE
E4173,C0018-CH,C0036-CH,C0025-CH,C0037-CIVIL,C0024-CH,C0017-CIVIL,C0033-CH,C0031-CH,C0025-CIVIL,C0036-CIVIL
E4174,C0007-IT,C0014-IT,C0016-IT,C0022-CSE,C0001-CSE,C0030-CSE,C0016-IT,C0007-IT,C0018-IT,C0047-CSE
E4175,C0050-AUTO,C0021-IC,C0021-ME,C0014-IC,C0033-AUTO,C0048-ME,C0021-AUTO,C0006-IC,C0048-IC,C0016-IC
E4176,C0034-ME,C0021-AUTO,C0031-IC,C0033-IC,C0030-IC,C0022-AUTO,C0024-ME,C0007-AUTO,C0019-AUTO,C0039-IC
E4177,C0038-CH,C0003-CH,C0039-CH,C0013-CIVIL,C0020-CH,C0037-CIVIL,C0013-CH,C0002-CH,C0045-CIVIL,C0019-CH
E4178,C0049-EC,C0011-EE,C0001-EC,C0007-EC,C0031-EC,C0009-EE,C0011-EE,C0014-EE,C0027-EE,C0041-EE
E4179,C0002-IT,C0029-CSE,C0016-IT,C0019-CSE,C0050-IT,C0035-IT,C0044-IT,C0012-IT,C0001-IT,C0003-IT
E4180,C0008-IT,C0032-IT,C0012-CSE,C0004-CSE,C0046-IT,C0042-CSE,C0036-CSE,C0014-CSE,C0032-CSE,C0005-IT
E4181,C0033-EC,C0006-EC,C0027-EE,C0009-EC,C0049-EE,C0048-EC,C0027-EE,C0046-EE,C0040-EE,C0026-EC
E4182,C0018-EE,C0025-EC,C0032-EE,C0011-EC,C0049-EC,C0035-EE,C0001-EC,C0020-EE,C0012-EE,C0006-EC
E4183,C0003-EE,C0025-EE,C0025-EC,C0023-EE,C0049-EC,C0010-EE,C0026-EC,C0018-EC,C0004-EE,C0031-EE
E4184,C0048-IT,C0046-IT,C0021-CSE,C0036-CSE,C0040-CSE,C0010-CSE,C0031-CSE,C0010-IT,C0029-IT,C0046-IT
E4185,C0002-EE,C0001-EC,C0025-EC,C0001-EC,C0033-EC,C0009-EE,C0050-EC,C0047-EE,C0039-EC,C0027-EC
E4186,C0031-CIVIL,C0023-CIVIL,C0017-CH,C0005-CH,C0049-CH,C0021-CH,C0005-CH,C0035-CIVIL,C0040-CH,C0018-CIVIL
E4187,C0043-IC,C0035-IC,C0047-AUTO,C0037-IC,C0015-ME,C0007-IC,C0009-ME,C0003-ME,C0043-AUTO,C0019-ME
E4188,C0040-CIVIL,C0010-CIVIL,C0003-CH,C0019-CH,C0013-CH,C0030-CH,C0038-CIVIL,C0045-CIVIL,C0021-CH,C0040-CIVIL
E4189,C0021-EC,C0026-EE,C0001-EC,C0041-EC,C0021-EC,C0014-EE,C0009-EE,C0005-EE,C0025-EE,C0001-EC
E4190,C0025-CIVIL,C0019-CIVIL,C0002-CIVIL,C0050-CH,C0017-CIVIL,C0023-CH,C0029-CH,C0045-CH,C0046-CIVIL,C0025-CH
E4191,C0034-EC,C0032-EC,C0049-EC,C0015-EE,C0026-EC,C0049-EC,C0014-EC,C0050-EC,C0041-EE,C0017-EE
E4192,C0001-AUTO,C0037-IC,C0049-IC,C0001-IC,C0043-ME,C0042-ME,C0022-IC,C0018-AUTO,C0012-IC,C0016-AUTO
E4193,C0015-EE,C0007-EC,C0043-EE,C0042-EE,C0038-EE,C0014-EE,C0034-EC,C0038-EE,C0049-EC,C0030-EC
E4194,C0011-CSE,C0034-IT,C0038-IT,C0036-IT,C0018-IT,C0022-IT,C0035-IT,C0050-IT,C0041-CSE,C0033-CSE
E4195,C0037-EE,C0038-EE,C0041-EE,C0040-EE,C0025-EC,C0030-EC,C0040-EC,C0013-EC,C0049-EE,C0022-EC
E4196,C0021-CSE,C0016-IT,C0008-IT,C0037-IT,C0038-IT,C0023-CSE,C0042-CSE,C0024-IT,C0018-IT,C0037-IT
E4197,C0039-CSE,C0016-IT,C0028-CSE,C0024-CSE,C0046-IT,C0036-CSE,C0006-IT,C0024-IT,C0027-IT,C0010-CSE
E4198,C0003-CH,C0019-CIVIL,C0020-CH,C0037-CIVIL,C0033-CIVIL,C0048-CH,C0042-CH,C0023-CIVIL,C0009-CIVIL,C0035-CIVIL
E4199,C0038-CSE,C0001-CSE,C0002-IT,C0011-CSE,C0008-IT,C0043-IT,C0039-CSE,C0028-CSE,C0009-IT,C0040-IT
E4200,C0002-IT,C0033-IT,C0029-IT,C0007-CSE,C0034-IT,C0022-IT,C0037-CSE,C0030-CSE,C0010-IT,C0030-CSE
E4201,C0011-EE,C0009-EE,C0046-EC,C0011-EE,C0042-EC,C0039-EE,C0013-EC,C0041-EE,C0006-EC,C0037-EC
E4202,C0021-AUTO,C0042-AUTO,C0016-ME,C0003-ME,C0023-ME,C0030-IC,C0041-AUTO,C0015-ME,C0025-AUTO,C0009-AUTO
E4203,C0050-IC,C0044-ME,C0017-IC,C0010-IC,C0017-IC,C0014-AUTO,C0013-AUTO,C0018-ME,C0003-ME,C0016-AUTO
E4204,C0044-CH,C0046-CH,C0037-CIVIL,C0010-CIVIL,C0048-CIVIL,C0020-CH,C0044-CIVIL,C0046-CH,C0016-CIVIL,C0019-CH
E4205,C0014-EC,C0002-EE,C0046-EE,C0004-EE,C0004-EE,C0042-EE,C0026-EC,C0048-EC,C0011-EE,C0046-EE
E4206,C0007-ME,C0021-ME,C0034-ME,C0047-ME,C0050-ME,C0029-AUTO,C0031-ME,C0045-IC,C0048-IC,C0033-AUTO
E4207,C0038-CSE,C0046-IT,C0013-CSE,C0022-CSE,C0017-IT,C0014-IT,C0004-IT,C0040-IT,C0042-IT,C0003-CSE
E4208,C0050-EE,C0006-EC,C0025-EC,C0035-EC,C0032-EE,C0026-EC,C0032-EC,C0023-EE,C0001-EC,C0044-EE
E4209,C0050-IT,C0032-IT,C0008-CSE,C0022-CSE,C0025-IT,C0013-CSE,C0013-CSE,C0040-CSE,C0017-IT,C0010-IT
E4210,C0033-CIVIL,C0021-CIVIL,C0019-CH,C0006-CH,C0004-CIVIL,C0046-CIVIL,C0049-CIVIL,C0035-CIVIL,C0050-CH,C0013-CH
E4211,C0046-IC,C0033-ME,C0035-IC,C0044-ME,C0030-IC,C0040-IC,C0025-ME,C0007-AUTO,C0041-AUTO,C0030-IC
E4212,C0034-EC,C0031-EC,C0011-EE,C0020-EE,C0030-EE,C0050-EC,C0022-EC,C0012-EE,C0018-EC,C0045-EE
E4213,C0017-CIVIL,C0004-CIVIL,C0044-CIVIL,C0019-CH,C0027-CIVIL,C0020-CH,C0019-CH,C0049-CH,C0031-CH,C0020-CIVIL
E4214,C0033-IT,C0041-CSE,C0036-IT,C0047-CSE,C0036-CSE,C0016-IT,C0038-CSE,C0005-CSE,C0050-IT,C0004-IT
E4215,C0032-CIVIL,C0046-CH,C0038-CH,C0033-CIVIL,C0016-CIVIL,C0008-CH,C0031-CH,C0024-CH,C0037-CIVIL,C0026-CIVIL
E4216,C0033-IT,C0020-CSE,C0027-IT,C0033-CSE,C0001-CSE,C0001-CSE,C0012-CSE,C0032-CSE,C0049-IT,C0039-CSE
E4217,C0025-ME,C0044-ME,C0019-AUTO,C0034-AUTO,C0010-AUTO,C0050-IC,C0027-ME,C0032-ME,C0047-AUTO,C0047-ME
E4218,C0023-CSE,C0030-CSE,C0030-IT,C0002-IT,C0001-CSE,C0008-IT,C0001-IT,C0048-IT,C0009-IT,C0030-CSE
E4219,C0017-EC,C0007-EC,C0018-EE,C0036-EE,C0015-EC,C0002-EE,C0032-EC,C0012-EE,C0003-EC,C0007-EC
E4220,C0039-EC,C0022-EC,C0003-EC,C0046-EC,C0009-EC,C0003-EC,C0016-EC,C0048-EC,C0012-EC,C0049-EE
E4221,C0041-IC,C0022-ME,C0014-AUTO,C0001-AUTO,C0029-ME,C0037-IC,C0041-IC,C0009-AUTO,C0019-ME,C0011-IC
E4222,C0005-CIVIL,C0030-CH,C0012-CH,C0049-CH,C0032-CIVIL,C0041-CIVIL,C0026-CIVIL,C0038-CIVIL,C0033-CIVIL,C0027-CIVIL
E4223,C0007-CIVIL,C0020-CH,C0048-CIVIL,C0012-CIVIL,C0031-CH,C0017-CIVIL,C0025-CH,C0033-CIVIL,C0008-CIVIL,C0003-CH
E4224,C0014-EE,C0017-EE,C0027-EE,C0048-EC,C0011-EE,C0002-EE,C0043-EE,C0005-EE,C0006-EC,C0005-EE
E4225,C0017-AUTO,C0026-ME,C0041-IC,C0034-IC,C0029-AUTO,C0019-ME,C0049-ME,C0013-IC,C0002-AUTO,C0023-AUTO
E4226,C0013-CSE,C0012-IT,C0010-IT,C0007-IT,C0016-IT,C0044-IT,C0050-IT,C0049-IT,C0026-IT,C0034-IT
E4227,C0010-CH,C0002-CH,C0041-CIVIL,C0049-CIVIL,C0027-CIVIL,C0031-CH,C0023-CH,C0046-CH,C0009-CH,C0034-CIVIL
E4228,C0021-CIVIL,C0038-CIVIL,C0045-CIVIL,C0049-CH,C0025-CH,C0030-CH,C0044-CIVIL,C0008-CIVIL,C0044-CIVIL,C0015-CIVIL
E4229,C0021-EC,C0027-EE,C0033-EC,C0049-EC,C0026-EC,C0047-EE,C0039-EC,C0047-EE,C0009-EC,C0007-EE
E4230,C0021-CIVIL,C0037-CIVIL,C0023-CH,C0006-CH,C0005-CH,C0025-CH,C0045-CIVIL,C0019-CH,C0005-CIVIL,C0021-CH
E4231,C0024-AUTO,C0005-IC,C0048-IC,C0017-ME,C0004-IC,C0016-AUTO,C0037-AUTO,C0037-AUTO,C0039-IC,C0044-IC
E4232,C0005-IT,C0029-IT,C0014-IT,C0049-CSE,C0038-CSE,C0030-CSE,C0033-CSE,C0042-IT,C0023-CSE,C0039-IT
E4233,C0023-CSE,C0030-CSE,C0020-CSE,C0026-IT,C0035-IT,C0012-IT,C0024-CSE,C0049-CSE,C0041-CSE,C0008-CSE
E4234,C0034-CSE,C0020-IT,C0003-CSE,C0029-IT,C0021-CSE,C0046-IT,C0001-CSE,C0039-CSE,C0006-CSE,C0022-IT
E4235,C0030-CH,C0044-CIVIL,C0038-CH,C0003-CH,C0011-CH,C0018-CIVIL,C0034-CIVIL,C0001-CIVIL,C0044-CIVIL,C0035-CH
E4236,C0038-IT,C0036-IT,C0036-CSE,C0043-CSE,C0041-CSE,C0040-CSE,C0006-CSE,C0020-CSE,C0021-CSE,C0040-IT
E4237,C0008-IT,C0003-IT,C0049-IT,C0024-CSE,C0044-IT,C0020-CSE,C0014-IT,C0018-CSE,C0044-CSE,C0007-CSE
E4238,C0036-CSE,C0034-IT,C0021-IT,C0031-IT,C0030-CSE,C0024-CSE,C0039-IT,C0043-CSE,C0004-CSE,C0038-IT
E4239,C0045-CH,C0045-CH,C0030-CIVIL,C0036-CH,C0009-CIVIL,C0042-CIVIL,C0012-CIVIL,C0020-CIVIL,C0031-CH,C0038-CH
E4240,C0007-CIVIL,C0037-CIVIL,C0046-CIVIL,C0024-CIVIL,C0025-CIVIL,C0007-CIVIL,C0005-CH,C0041-CH,C0050-CH,C0008-CIVIL
E4241,C0046-CH,C0004-CIVIL,C0018-CH,C0025-CIVIL,C0003-CIVIL,C0012-CIVIL,C0045-CH,C0011-CH,C0046-CH,C0026-CIVIL
E4242,C0049-CSE,C0001-IT,C0007-CSE,C0029-CSE,C0024-IT,C0012-IT,C0030-CSE,C0010-CSE,C0007-CSE,C0030-IT
E4243,C0040-CH,C0006-CH,C0039-CH,C0049-CH,C0006-CIVIL,C0019-CH,C0014-CIVIL,C0045-CH,C0012-CH,C0046-CH
E4244,C0042-CIVIL,C0008-CH,C0023-CH,C0038-CH,C0022-CH,C0010-CIVIL,C0008-CH,C0008-CIVIL,C0002-CH,C0020-CIVIL
E4245,C0027-EE,C0049-EE,C0037-EC,C0029-EE,C0006-EC,C0037-EE,C0018-EC,C0037-EC,C0034-EC,C0050-EC
E4246,C0042-EC,C0007-EE,C0012-EC,C0050-EE,C0014-EE,C0031-EC,C0014-EC,C0015-EE,C0038-EE,C0023-EE
E4247,C0040-CSE,C0027-IT,C0024-IT,C0003-IT,C0011-IT,C0010-IT,C0030-IT,C0029-CSE,C0007-CSE,C0003-CSE
E4248,C0046-CH,C0040-CH,C0050-CIVIL,C0009-CIVIL,C0035-CH,C0002-CH,C0039-CH,C0035-CIVIL,C0019-CH,C0045-CH
E4249,C0002-AUTO,C0016-ME,C0027-ME,C0001-IC,C0005-IC,C0003-ME,C0033-IC,C0043-IC,C0036-AUTO,C0037-AUTO
E4250,C0007-ME,C0010-AUTO,C0006-AUTO,C0042-IC,C0034-IC,C0027-IC,C0042-AUTO,C0029-IC,C0008-ME,C0025-AUTO
E4251,C0021-ME,C0035-ME,C0025-ME,C0014-AUTO,C0022-AUTO,C0036-ME,C0042-IC,C0026-ME,C0029-IC,C0034-AUTO
E4252,C0004-CSE,C0014-IT,C0029-CSE,C0028-CSE,C0005-CSE,C0024-IT,C0015-IT,C0025-IT,C0008-CSE,C0039-IT
E4253,C0050-ME,C0009-IC,C0032-AUTO,C0048-IC,C0044-AUTO,C0026-ME,C0030-IC,C0024-ME,C0008-ME,C0030-AUTO
E4254,C0002-CIVIL,C0035-CIVIL,C0012-CH,C0021-CIVIL,C0023-CH,C0036-CIVIL,C0019-CH,C0022-CH,C0049-CIVIL,C0030-CH
E4255,C0021-AUTO,C0035-IC,C0042-AUTO,C0027-ME,C0009-AUTO,C0025-ME,C0047-ME,C0005-ME,C0022-ME,C0017-IC
E4256,C0017-EE,C0004-EE,C0020-EE,C0044-EE,C0017-EC,C0017-EC,C0046-EE,C0039-EC,C0004-EE,C0049-EC
E4257,C0026-AUTO,C0037-IC,C0040-ME,C0025-ME,C0034-AUTO,C0009-IC,C0040-IC,C0034-AUTO,C0047-ME,C0011-IC
E4258,C0032-AUTO,C0025-AUTO,C0038-AUTO,C0039-AUTO,C0036-ME,C0008-ME,C0015-ME,C0003-ME,C0015-ME,C0031-ME
E4259,C0025-EC,C0003-EC,C0049-EC,C0011-EC,C0030-EE,C0028-EC,C0004-EE,C0032-EC,C0010-EE,C0013-EC
E4260,C0020-CSE,C0028-CSE,C0001-IT,C0024-IT,C0003-CSE,C0034-IT,C0006-CSE,C0030-CSE,C0043-IT,C0044-IT
E4261,C0036-CH,C0030-CH,C0036-CIVIL,C0007-CIVIL,C0045-CH,C0030-CH,C0030-CH,C0043-CIVIL,C0013-CH,C0002-CIVIL
E4262,C0021-IT,C0049-IT,C0007-CSE,C0040-IT,C0009-CSE,C0007-CSE,C0021-IT,C0004-CSE,C0018-CSE,C0030-CSE
E4263,C0003-CH,C0030-CH,C0049-CIVIL,C0020-CIVIL,C0025-CIVIL,C0036-CIVIL,C0043-CIVIL,C0035-CIVIL,C0016-CIVIL,C0050-CIVIL
E4264,C0022-CH,C0003-CH,C0004-CIVIL,C0016-CIVIL,C0020-CH,C0005-CH,C0001-CIVIL,C0017-CH,C0018-CIVIL,C0011-CH
E4265,C0024-EE,C0043-EC,C0013-EC,C0046-EE,C0006-EC,C0016-EC,C0031-EC,C0014-EC,C0050-EE,C0007-EC
E4266,C0015-CIVIL,C0024-CIVIL,C0043-CIVIL,C0018-CIVIL,C0041-CH,C0042-CH,C0029-CH,C0007-CIVIL,C0013-CIVIL,C0006-CIVIL
E4267,C0018-EE,C0048-EC,C0046-EC,C0037-EC,C0044-EE,C0032-EE,C0018-EE,C0049-EC,C0017-EC,C0001-EC
E4268,C0043-CIVIL,C0030-CH,C0050-CIVIL,C0030-CIVIL,C0017-CH,C0007-CIVIL,C0038-CIVIL,C0033-CH,C0035-CH,C0002-CIVIL
E4269,C0033-CSE,C0030-IT,C0030-IT,C0038-CSE,C0042-CSE,C0031-IT,C0010-IT,C0003-IT,C0029-IT,C0033-CSE
E4270,C0006-CIVIL,C0007-CIVIL,C0046-CH,C0043-CIVIL,C0020-CH,C0007-CIVIL,C0050-CIVIL,C0025-CIVIL,C0033-CH,C0023-CH
E4271,C0027-ME,C0007-IC,C0035-AUTO,C0004-IC,C0035-AUTO,C0021-ME,C0012-AUTO,C0034-IC,C0035-AUTO,C0033-ME
E4272,C0038-CSE,C0009-CSE,C0008-CSE,C0001-IT,C0019-IT,C0038-CSE,C0021-CSE,C0010-CSE,C0028-IT,C0010-CSE
E4273,C0049-CIVIL,C0034-CIVIL,C0035-CH,C0004-CIVIL,C0019-CIVIL,C0024-CH,C0049-CIVIL,C0008-CH,C0030-CIVIL,C0014-CIVIL
E4274,C0001-AUTO,C0031-IC,C0001-IC,C0013-ME,C0037-IC,C0050-IC,C0002-AUTO,C0018-AUTO,C0012-AUTO,C0021-ME
E4275,C0012-CIVIL,C0010-CH,C0030-CH,C0026-CH,C0003-CIVIL,C0026-CH,C0024-CIVIL,C0021-CH,C0027-CIVIL,C0006-CIVIL
E4276,C0044-CSE,C0039-CSE,C0029-IT,C0014-CSE,C0016-IT,C0007-IT,C0039-IT,C0009-CSE,C0050-CSE,C0043-CSE
E4277,C0039-ME,C0037-IC,C0032-ME,C0027-IC,C0024-AUTO,C0013-ME,C0040-IC,C0047-IC,C0005-AUTO,C0007-IC
E4278,C0005-CSE,C0005-IT,C0013-CSE,C0035-IT,C0029-CSE,C0027-IT,C0009-CSE,C0050-CSE,C0003-IT,C0030-CSE
E4279,C0005-EE,C0004-EE,C0040-EC,C0015-EE,C0049-EC,C0012-EE,C0013-EE,C0049-EC,C0005-EE,C0017-EE
E4280,C0038-CIVIL,C0020-CH,C0006-CIVIL,C0003-CIVIL,C0005-CH,C0050-CH,C0005-CIVIL,C0020-CH,C0014-CIVIL,C0018-CH
E4281,C0020-IT,C0026-IT,C0018-IT,C0035-IT,C0047-CSE,C0050-CSE,C0005-IT,C0040-CSE,C0014-CSE,C0031-CSE
E4282,C0017-IT,C0014-IT,C0021-CSE,C0038-CSE,C0022-CSE,C0021-CSE,C0029-CSE,C0040-CSE,C0022-CSE,C0017-IT
E4283,C0049-IC,C0007-IC,C0013-AUTO,C0041-AUTO,C0047-AUTO,C0013-ME,C0034-ME,C0018-AUTO,C0006-AUTO,C0002-AUTO
E4284,C0018-CSE,C0049-IT,C0042-IT,C0034-CSE,C0029-IT,C0035-IT,C0045-IT,C0030-IT,C0038-IT,C0042-IT
E4285,C0040-EE,C0036-EE,C0031-EC,C0038-EC,C0014-EC,C0035-EC,C0012-EE,C0037-EC,C0043-EC,C0002-EE
E4286,C0042-EE,C0012-EC,C0049-EC,C0039-EC,C0013-EE,C0042-EE,C0021-EE,C0037-EE,C0011-EC,C0017-EE
E4287,C0045-IT,C0041-CSE,C0002-IT,C0021-IT,C0032-IT,C0028-IT,C0024-CSE,C0003-CSE,C0019-IT,C0011-CSE
E4288,C0042-EC,C0006-EC,C0037-EC,C0031-EC,C0002-EE,C0036-EE,C0027-EE,C0016-EC,C0039-EC,C0040-EC
E4289,C0017-CIVIL,C0042-CH,C0010-CH,C0030-CH,C0004-CH,C0027-CIVIL,C0020-CH,C0002-CH,C0006-CIVIL,C0015-CIVIL
E4290,C0013-EE,C0024-EE,C0007-EC,C0026-EC,C0038-EE,C0015-EE,C0011-EE,C0030-EC,C0043-EC,C0038-EC
E4291,C0009-CH,C0009-CH,C0050-CH,C0019-CH,C0045-CH,C0045-CH,C0023-CIVIL,C0002-CH,C0036-CIVIL,C0035-CIVIL
E4292,C0021-IT,C0020-IT,C0048-IT,C0004-IT,C0004-IT,C0047-CSE,C0022-IT,C0032-CSE,C0020-CSE,C0011-CSE
E4293,C0042-CSE,C0036-IT,C0050-CSE,C0035-IT,C0039-CSE,C0029-CSE,C0008-IT,C0010-IT,C0027-IT,C0009-CSE
E4294,C0038-CSE,C0042-CSE,C0013-CSE,C0008-IT,C0008-CSE,C0005-IT,C0033-CSE,C0034-CSE,C0002-IT,C0012-CSE
E4295,C0001-IT,C0008-CSE,C0014-CSE,C0004-CSE,C0040-CSE,C0029-CSE,C0001-CSE,C0033-CSE,C0027-IT,C0033-IT
E4296,C0038-CH,C0041-CH,C0046-CIVIL,C0048-CIVIL,C0050-CIVIL,C0049-CH,C0032-CIVIL,C0016-CIVIL,C0048-CIVIL,C0048-CH
E4297,C0019-ME,C0033-AUTO,C0045-ME,C0014-AUTO,C0013-IC,C0014-IC,C0014-IC,C0007-ME,C0021-AUTO,C0050-IC
E4298,C0039-CSE,C0014-CSE,C0024-CSE,C0019-CSE,C0029-CSE,C0015-IT,C0047-CSE,C0044-CSE,C0042-IT,C0020-IT
E4299,C0010-CIVIL,C0025-CIVIL,C0006-CIVIL,C0029-CH,C0049-CIVIL,C0023-CH,C0005-CIVIL,C0009-CH,C0024-CH,C0007-CIVIL
E4300,C0049-EC,C0006-EC,C0021-EC,C0042-EE,C0020-EE,C0049-EC,C0037-EC,C0049-EC,C0042-EE,C0008-EC
E4301,C0046-ME,C0046-IC,C0021-ME,C0033-ME,C0008-ME,C0021-IC,C0043-AUTO,C0001-AUTO,C0005-ME,C0042-IC
E4302,C0050-CH,C0044-CH,C0008-CIVIL,C0048-CH,C0010-CH,C0021-CH,C0010-CIVIL,C0017-CIVIL,C0004-CH,C0040-CH
E4303,C0049-IC,C0041-ME,C0046-ME,C0049-ME,C0009-ME,C0039-ME,C0050-IC,C0009-IC,C0035-AUTO,C0026-ME
E4304,C0002-EE,C0035-EE,C0023-EE,C0043-EE,C0044-EE,C0017-EC,C0041-EC,C0043-EE,C0039-EE,C0027-EE
